transaction_id,datetime,category_id,category_name,store_name,amount,card_name,card_type,transaction_type,member_id
1993,2022-04-02 20:54:00,5,영화/문화,롯데월드,15700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1994,2022-04-03 04:01:00,12,기타,철물점,56900,신한카드 Hey Young 체크,체크카드,일반결제,4
1995,2022-04-03 13:45:00,6,마트,홈플러스,100800,우리카드 DA@카드의정석,신용카드,일반결제,4
1996,2022-04-03 22:23:00,7,쇼핑,유니클로,93100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
1997,2022-04-03 23:15:00,7,쇼핑,ABC마트,144000,신한카드 Hey Young 체크,체크카드,일반결제,4
1998,2022-04-04 05:59:00,1,편의점,미니스톱,2600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
1999,2022-04-04 08:46:00,3,외식,VIPS,38000,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2000,2022-04-04 17:36:00,9,교육/육아,알라딘,20600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2001,2022-04-05 07:25:00,3,외식,배달의민족,37100,신한카드 Hey Young 체크,체크카드,일반결제,4
2002,2022-04-05 22:26:00,3,외식,이삭토스트,39200,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2003,2022-04-06 10:50:00,3,외식,맥도날드,31300,신한카드 Hey Young 체크,체크카드,일반결제,4
2004,2022-04-06 13:49:00,12,기타,철물점,89900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2005,2022-04-06 17:36:00,3,외식,투다리,11200,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2006,2022-04-07 08:16:00,12,기타,철물점,47500,신한카드 Hey Young 체크,체크카드,일반결제,4
2007,2022-04-07 09:01:00,5,영화/문화,에버랜드,28000,우리카드 DA@카드의정석,신용카드,일반결제,4
2008,2022-04-07 09:19:00,2,카페/디저트,엔제리너스,14100,신한카드 Hey Young 체크,체크카드,일반결제,4
2009,2022-04-07 15:24:00,5,영화/문화,롯데월드,24100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2010,2022-04-08 21:18:00,1,편의점,세븐일레븐,5000,신한카드 Hey Young 체크,체크카드,일반결제,4
2011,2022-04-10 20:05:00,1,편의점,GS25,8600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2012,2022-04-10 21:09:00,2,카페/디저트,커피빈,18300,신한카드 Hey Young 체크,체크카드,일반결제,4
2013,2022-04-10 21:54:00,3,외식,본죽,35600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2014,2022-04-10 22:33:00,3,외식,VIPS,25800,신한카드 Hey Young 체크,체크카드,일반결제,4
2015,2022-04-11 02:03:00,3,외식,명동칼국수,9000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2016,2022-04-11 13:55:00,2,카페/디저트,커피빈,10800,우리카드 DA@카드의정석,신용카드,일반결제,4
2017,2022-04-12 06:09:00,5,영화/문화,아쿠아리움,17100,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2018,2022-04-13 06:45:00,2,카페/디저트,할리스,17400,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2019,2022-04-13 09:58:00,1,편의점,이마트24,6700,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2020,2022-04-13 13:02:00,2,카페/디저트,할리스,4800,신한카드 Hey Young 체크,체크카드,일반결제,4
2021,2022-04-14 13:44:00,5,영화/문화,아쿠아리움,22900,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2022,2022-04-14 20:21:00,5,영화/문화,뮤지컬/연극,12800,신한카드 Hey Young 체크,체크카드,일반결제,4
2023,2022-04-15 03:46:00,5,영화/문화,캐리비안베이,18700,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2024,2022-04-15 09:17:00,2,카페/디저트,메가커피,8600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2025,2022-04-16 03:16:00,6,마트,GS마트,31300,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2026,2022-04-16 06:35:00,11,여행/숙박,KTX,103600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2027,2022-04-17 16:32:00,1,편의점,GS25,7700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2028,2022-04-18 15:00:00,2,카페/디저트,할리스,16900,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2029,2022-04-18 17:00:00,12,기타,미용실,24500,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2030,2022-04-19 12:49:00,8,병원,정형외과,13000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2031,2022-04-20 20:08:00,2,카페/디저트,할리스,7500,신한카드 Hey Young 체크,체크카드,일반결제,4
2032,2022-04-21 18:20:00,1,편의점,GS25,5000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2033,2022-04-23 18:05:00,2,카페/디저트,스타벅스,18600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2034,2022-04-25 11:37:00,2,카페/디저트,카페베네,5600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2035,2022-04-26 00:29:00,2,카페/디저트,컴포즈커피,4400,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2036,2022-04-26 00:57:00,2,카페/디저트,할리스,13400,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2037,2022-04-27 22:16:00,9,교육/육아,밀리의서재,13600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2038,2022-04-28 21:30:00,2,카페/디저트,메가커피,16900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2039,2022-04-30 16:43:00,2,카페/디저트,이디야,12300,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2040,2022-04-30 23:48:00,2,카페/디저트,엔제리너스,12100,신한카드 Hey Young 체크,체크카드,일반결제,4
2041,2022-05-01 00:00:00,14,교통(대중),기후동행카드,55000,KB국민 노리2 체크카드(KB Pay),체크카드,정기결제,4
2042,2022-05-01 00:01:00,13,통신,KT,50000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,정기결제,4
2043,2022-05-01 03:29:00,7,쇼핑,지그재그,79600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2044,2022-05-01 04:11:00,12,기타,인테리어,82900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2045,2022-05-01 12:18:00,3,외식,맥도날드,33200,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2046,2022-05-02 06:01:00,2,카페/디저트,이디야,17700,우리카드 DA@카드의정석,신용카드,일반결제,4
2047,2022-05-02 09:54:00,3,외식,채선당,33200,신한카드 Hey Young 체크,체크카드,일반결제,4
2048,2022-05-02 23:15:00,7,쇼핑,지그재그,158300,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2049,2022-05-03 08:00:00,7,쇼핑,신세계백화점,47700,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2050,2022-05-03 10:15:00,3,외식,배달의민족,29300,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2051,2022-05-03 12:02:00,2,카페/디저트,커피빈,15600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2052,2022-05-03 12:39:00,6,마트,GS마트,30800,신한카드 Hey Young 체크,체크카드,일반결제,4
2053,2022-05-03 21:48:00,10,자동차/하이패스,호남고속도로,8600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2054,2022-05-04 08:28:00,3,외식,원할머니보쌈,48400,신한카드 Hey Young 체크,체크카드,일반결제,4
2055,2022-05-04 15:59:00,5,영화/문화,캐리비안베이,13900,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2056,2022-05-05 01:23:00,12,기타,인테리어,7700,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2057,2022-05-05 08:17:00,3,외식,배달의민족,44200,신한카드 Hey Young 체크,체크카드,일반결제,4
2058,2022-05-05 16:34:00,2,카페/디저트,투썸,18300,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2059,2022-05-05 17:03:00,2,카페/디저트,커피빈,19500,우리카드 DA@카드의정석,신용카드,일반결제,4
2060,2022-05-05 19:49:00,12,기타,올리브영,36600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2061,2022-05-06 01:55:00,5,영화/문화,키즈카페,20200,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2062,2022-05-06 10:44:00,2,카페/디저트,엔제리너스,10900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2063,2022-05-07 01:20:00,9,교육/육아,클래스101,14100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2064,2022-05-07 10:12:00,12,기타,인테리어,12400,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2065,2022-05-08 07:35:00,12,기타,인테리어,15900,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2066,2022-05-08 14:20:00,3,외식,배달의민족,11500,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2067,2022-05-09 07:25:00,2,카페/디저트,커피빈,7600,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2068,2022-05-09 13:38:00,2,카페/디저트,할리스,9500,우리카드 DA@카드의정석,신용카드,일반결제,4
2069,2022-05-10 02:20:00,2,카페/디저트,스타벅스,15500,신한카드 Hey Young 체크,체크카드,일반결제,4
2070,2022-05-10 13:38:00,2,카페/디저트,커피빈,8800,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2071,2022-05-10 20:28:00,6,마트,홈플러스,50200,신한카드 Hey Young 체크,체크카드,일반결제,4
2072,2022-05-12 11:01:00,4,주유,SK에너지,33500,신한카드 Hey Young 체크,체크카드,일반결제,4
2073,2022-05-12 11:55:00,2,카페/디저트,카페베네,15100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2074,2022-05-13 11:16:00,2,카페/디저트,투썸,15700,신한카드 Hey Young 체크,체크카드,일반결제,4
2075,2022-05-13 16:09:00,2,카페/디저트,카페베네,12200,우리카드 DA@카드의정석,신용카드,일반결제,4
2076,2022-05-15 00:31:00,12,기타,올리브영,19500,우리카드 DA@카드의정석,신용카드,일반결제,4
2077,2022-05-15 10:16:00,1,편의점,세븐일레븐,8200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2078,2022-05-16 04:26:00,5,영화/문화,롯데월드,25800,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2079,2022-05-16 09:52:00,2,카페/디저트,엔제리너스,7200,신한카드 Hey Young 체크,체크카드,일반결제,4
2080,2022-05-16 11:13:00,5,영화/문화,예술의전당,23000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2081,2022-05-16 20:18:00,2,카페/디저트,커피빈,5900,우리카드 DA@카드의정석,신용카드,일반결제,4
2082,2022-05-17 06:08:00,2,카페/디저트,컴포즈커피,8200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2083,2022-05-18 05:07:00,5,영화/문화,롯데시네마,26400,신한카드 Hey Young 체크,체크카드,일반결제,4
2084,2022-05-18 22:31:00,8,병원,이비인후과,19000,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2085,2022-05-20 18:09:00,9,교육/육아,리디북스,12900,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2086,2022-05-22 18:32:00,10,자동차/하이패스,영동고속도로,2000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2087,2022-05-23 01:06:00,4,주유,GS칼텍스,37700,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2088,2022-05-25 13:26:00,10,자동차/하이패스,호남고속도로,1600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2089,2022-05-26 10:05:00,5,영화/문화,캐리비안베이,12400,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2090,2022-05-29 05:13:00,11,여행/숙박,하나투어,82400,우리카드 DA@카드의정석,신용카드,일반결제,4
2091,2022-06-01 00:00:00,14,교통(대중),기후동행카드,55000,IBK 일상의 기쁨카드(신용),체크카드,정기결제,4
2092,2022-06-01 00:01:00,13,통신,KT,50000,KB국민 노리2 체크카드(KB Pay),체크카드,정기결제,4
2093,2022-06-01 01:52:00,7,쇼핑,에이블리,75100,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2094,2022-06-01 11:12:00,12,기타,철물점,82800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2095,2022-06-01 12:52:00,2,카페/디저트,커피빈,15100,신한카드 Hey Young 체크,체크카드,일반결제,4
2096,2022-06-01 13:08:00,7,쇼핑,무신사,91000,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2097,2022-06-01 22:03:00,6,마트,마켓컬리,74700,신한카드 Hey Young 체크,체크카드,일반결제,4
2098,2022-06-02 06:00:00,5,영화/문화,현대미술관,15800,신한카드 Hey Young 체크,체크카드,일반결제,4
2099,2022-06-02 06:34:00,2,카페/디저트,할리스,18100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2100,2022-06-02 08:35:00,3,외식,채선당,31900,우리카드 DA@카드의정석,신용카드,일반결제,4
2101,2022-06-02 23:01:00,2,카페/디저트,스타벅스,18200,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2102,2022-06-03 03:35:00,3,외식,투다리,32300,신한카드 Hey Young 체크,체크카드,일반결제,4
2103,2022-06-03 23:24:00,2,카페/디저트,이디야,4900,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2104,2022-06-04 01:15:00,5,영화/문화,아쿠아리움,13700,우리카드 DA@카드의정석,신용카드,일반결제,4
2105,2022-06-05 10:00:00,12,기타,인테리어,29700,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2106,2022-06-06 04:26:00,5,영화/문화,메가박스,17900,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2107,2022-06-06 06:26:00,4,주유,에이치디현대오일뱅크,32100,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2108,2022-06-06 07:52:00,8,병원,정형외과,6700,우리카드 DA@카드의정석,신용카드,일반결제,4
2109,2022-06-06 09:04:00,3,외식,역전할머니맥주,33100,신한카드 Hey Young 체크,체크카드,일반결제,4
2110,2022-06-07 10:23:00,3,외식,롤링파스타,9600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2111,2022-06-07 16:49:00,5,영화/문화,CGV,11400,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2112,2022-06-08 17:25:00,2,카페/디저트,카페베네,8800,신한카드 Hey Young 체크,체크카드,일반결제,4
2113,2022-06-09 04:59:00,2,카페/디저트,메가커피,18100,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2114,2022-06-09 16:18:00,3,외식,원할머니보쌈,19600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2115,2022-06-09 21:08:00,2,카페/디저트,엔제리너스,5700,우리카드 DA@카드의정석,신용카드,일반결제,4
2116,2022-06-09 21:45:00,2,카페/디저트,이디야,16600,우리카드 DA@카드의정석,신용카드,일반결제,4
2117,2022-06-10 01:09:00,5,영화/문화,메가박스,16500,신한카드 Hey Young 체크,체크카드,일반결제,4
2118,2022-06-12 12:49:00,10,자동차/하이패스,서울고속도로,7400,우리카드 DA@카드의정석,신용카드,일반결제,4
2119,2022-06-12 15:22:00,2,카페/디저트,커피빈,17300,우리카드 DA@카드의정석,신용카드,일반결제,4
2120,2022-06-13 00:15:00,10,자동차/하이패스,경부고속도로,4600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2121,2022-06-13 04:18:00,1,편의점,GS25,6500,신한카드 Hey Young 체크,체크카드,일반결제,4
2122,2022-06-14 18:43:00,1,편의점,CU,7100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2123,2022-06-15 11:17:00,1,편의점,GS25,2200,우리카드 DA@카드의정석,신용카드,일반결제,4
2124,2022-06-16 08:33:00,12,기타,미용실,9700,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2125,2022-06-18 23:22:00,5,영화/문화,캐리비안베이,12300,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2126,2022-06-20 00:49:00,11,여행/숙박,야놀자,52000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2127,2022-06-30 00:01:00,3,외식,맥도날드,8100,신한카드 Hey Young 체크,체크카드,일반결제,4
2128,2022-07-01 00:00:00,14,교통(대중),기후동행카드,55000,우리카드 DA@카드의정석,체크카드,정기결제,4
2129,2022-07-01 00:01:00,13,통신,KT,50000,IBK 일상의 기쁨카드(신용),체크카드,정기결제,4
2130,2022-07-01 00:37:00,7,쇼핑,에이블리,65000,우리카드 DA@카드의정석,신용카드,일반결제,4
2131,2022-07-01 14:56:00,7,쇼핑,H&M,48900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2132,2022-07-01 23:16:00,5,영화/문화,에버랜드,28400,신한카드 Hey Young 체크,체크카드,일반결제,4
2133,2022-07-02 06:40:00,5,영화/문화,CGV,17300,우리카드 DA@카드의정석,신용카드,일반결제,4
2134,2022-07-02 17:29:00,1,편의점,GS25,8400,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2135,2022-07-03 13:39:00,12,기타,올리브영,57300,신한카드 Hey Young 체크,체크카드,일반결제,4
2136,2022-07-03 20:43:00,1,편의점,세븐일레븐,7800,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2137,2022-07-04 01:31:00,6,마트,GS마트,35900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2138,2022-07-04 04:35:00,1,편의점,CU,9900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2139,2022-07-04 18:07:00,2,카페/디저트,스타벅스,14200,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2140,2022-07-05 01:16:00,1,편의점,이마트24,6400,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2141,2022-07-05 04:57:00,1,편의점,미니스톱,6000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2142,2022-07-05 19:37:00,7,쇼핑,신세계백화점,54000,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2143,2022-07-06 16:39:00,12,기타,다이소,16700,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2144,2022-07-06 22:55:00,2,카페/디저트,메가커피,10200,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2145,2022-07-07 12:55:00,5,영화/문화,메가박스,14700,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2146,2022-07-07 15:26:00,5,영화/문화,에버랜드,16700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2147,2022-07-08 00:47:00,2,카페/디저트,엔제리너스,9400,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2148,2022-07-08 01:36:00,2,카페/디저트,할리스,13000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2149,2022-07-08 04:10:00,2,카페/디저트,카페베네,19800,우리카드 DA@카드의정석,신용카드,일반결제,4
2150,2022-07-08 16:18:00,3,외식,채선당,41000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2151,2022-07-09 18:30:00,8,병원,정형외과,6500,신한카드 Hey Young 체크,체크카드,일반결제,4
2152,2022-07-12 05:36:00,2,카페/디저트,스타벅스,7700,신한카드 Hey Young 체크,체크카드,일반결제,4
2153,2022-07-13 08:24:00,12,기타,미용실,42900,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2154,2022-07-14 05:26:00,2,카페/디저트,카페베네,15500,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2155,2022-07-15 00:17:00,5,영화/문화,메가박스,13400,우리카드 DA@카드의정석,신용카드,일반결제,4
2156,2022-07-15 02:18:00,3,외식,롤링파스타,34600,신한카드 Hey Young 체크,체크카드,일반결제,4
2157,2022-07-16 08:28:00,11,여행/숙박,아고다,67200,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2158,2022-07-16 16:01:00,3,외식,배달의민족,18600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2159,2022-07-17 00:19:00,3,외식,롤링파스타,14600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2160,2022-07-17 17:01:00,2,카페/디저트,컴포즈커피,14600,우리카드 DA@카드의정석,신용카드,일반결제,4
2161,2022-07-18 15:35:00,9,교육/육아,리디북스,11800,우리카드 DA@카드의정석,신용카드,일반결제,4
2162,2022-07-19 19:03:00,4,주유,SK에너지,48400,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2163,2022-07-20 19:25:00,3,외식,롤링파스타,25200,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2164,2022-07-21 11:45:00,2,카페/디저트,할리스,19700,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2165,2022-07-21 19:41:00,2,카페/디저트,컴포즈커피,8600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2166,2022-07-27 04:54:00,3,외식,역전할머니맥주,14000,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2167,2022-07-27 09:07:00,8,병원,내과,8100,신한카드 Hey Young 체크,체크카드,일반결제,4
2168,2022-07-30 17:07:00,7,쇼핑,ABC마트,31500,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2169,2022-08-01 00:00:00,14,교통(대중),기후동행카드,55000,우리카드 DA@카드의정석,체크카드,정기결제,4
2170,2022-08-01 00:01:00,13,통신,KT,50000,KB국민 노리2 체크카드(KB Pay),체크카드,정기결제,4
2171,2022-08-01 01:54:00,6,마트,농협하나로마트,60800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2172,2022-08-01 03:24:00,5,영화/문화,에버랜드,26100,신한카드 Hey Young 체크,체크카드,일반결제,4
2173,2022-08-01 17:36:00,2,카페/디저트,이디야,8900,신한카드 Hey Young 체크,체크카드,일반결제,4
2174,2022-08-01 21:48:00,12,기타,인테리어,78700,우리카드 DA@카드의정석,신용카드,일반결제,4
2175,2022-08-02 20:53:00,7,쇼핑,신세계백화점,100900,우리카드 DA@카드의정석,신용카드,일반결제,4
2176,2022-08-03 08:30:00,7,쇼핑,신세계백화점,99400,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2177,2022-08-03 10:25:00,2,카페/디저트,할리스,8600,신한카드 Hey Young 체크,체크카드,일반결제,4
2178,2022-08-03 20:46:00,1,편의점,CU,7100,신한카드 Hey Young 체크,체크카드,일반결제,4
2179,2022-08-04 05:01:00,2,카페/디저트,카페베네,14500,신한카드 Hey Young 체크,체크카드,일반결제,4
2180,2022-08-05 02:30:00,5,영화/문화,뮤지컬/연극,12900,신한카드 Hey Young 체크,체크카드,일반결제,4
2181,2022-08-05 14:13:00,3,외식,원할머니보쌈,40800,신한카드 Hey Young 체크,체크카드,일반결제,4
2182,2022-08-05 19:27:00,3,외식,롤링파스타,38500,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2183,2022-08-05 21:15:00,8,병원,이비인후과,8400,신한카드 Hey Young 체크,체크카드,일반결제,4
2184,2022-08-06 02:38:00,3,외식,원할머니보쌈,24100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2185,2022-08-06 05:55:00,3,외식,배달의민족,26700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2186,2022-08-06 16:22:00,1,편의점,CU,4200,신한카드 Hey Young 체크,체크카드,일반결제,4
2187,2022-08-06 22:05:00,5,영화/문화,캐리비안베이,16400,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2188,2022-08-07 07:24:00,2,카페/디저트,스타벅스,15400,우리카드 DA@카드의정석,신용카드,일반결제,4
2189,2022-08-07 09:49:00,2,카페/디저트,스타벅스,11000,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2190,2022-08-07 10:03:00,1,편의점,이마트24,9700,우리카드 DA@카드의정석,신용카드,일반결제,4
2191,2022-08-07 18:45:00,2,카페/디저트,할리스,16000,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2192,2022-08-08 13:39:00,2,카페/디저트,스타벅스,8100,우리카드 DA@카드의정석,신용카드,일반결제,4
2193,2022-08-09 02:32:00,2,카페/디저트,컴포즈커피,12800,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2194,2022-08-09 16:16:00,2,카페/디저트,컴포즈커피,17000,신한카드 Hey Young 체크,체크카드,일반결제,4
2195,2022-08-09 17:29:00,1,편의점,CU,3600,우리카드 DA@카드의정석,신용카드,일반결제,4
2196,2022-08-09 21:35:00,2,카페/디저트,할리스,18000,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2197,2022-08-09 23:45:00,3,외식,맥도날드,23400,우리카드 DA@카드의정석,신용카드,일반결제,4
2198,2022-08-10 23:38:00,12,기타,인테리어,8800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2199,2022-08-11 06:24:00,3,외식,김밥천국,14300,신한카드 Hey Young 체크,체크카드,일반결제,4
2200,2022-08-11 15:10:00,2,카페/디저트,이디야,6000,우리카드 DA@카드의정석,신용카드,일반결제,4
2201,2022-08-11 16:05:00,5,영화/문화,롯데월드,26900,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2202,2022-08-12 00:03:00,10,자동차/하이패스,서울외곽순환도로,10200,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2203,2022-08-12 09:35:00,4,주유,GS칼텍스,44200,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2204,2022-08-13 10:55:00,2,카페/디저트,투썸,7100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2205,2022-08-14 07:58:00,1,편의점,이마트24,8800,우리카드 우리 K-패스 (COOKIE CHECK),체크카드,일반결제,4
2206,2022-08-14 14:14:00,5,영화/문화,메가박스,19600,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2207,2022-08-14 19:30:00,2,카페/디저트,스타벅스,6600,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2208,2022-08-15 11:06:00,12,기타,철물점,27400,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2209,2022-08-16 08:26:00,12,기타,다이소,15300,우리카드 DA@카드의정석,신용카드,일반결제,4
2210,2022-08-16 11:39:00,1,편의점,GS25,6900,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2211,2022-08-19 22:21:00,9,교육/육아,서점,28500,우리카드 DA@카드의정석,신용카드,일반결제,4
2212,2022-08-20 04:12:00,12,기타,미용실,21700,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2213,2022-08-20 12:36:00,7,쇼핑,에이블리,30100,우리카드 DA@카드의정석,신용카드,일반결제,4
2214,2022-08-24 07:22:00,11,여행/숙박,야놀자,51800,IBK 일상의 기쁨카드(신용),신용카드,일반결제,4
2215,2022-08-24 16:17:00,1,편의점,이마트24,5400,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
2216,2022-09-01 00:00:00,14,교통(대중),기후동행카드,55000,우리카드 DA@카드의정석,체크카드,정기결제,4
2217,2022-09-01 00:01:00,13,통신,KT,50000,신한카드 Hey Young 체크,체크카드,정기결제,4
2218,2022-09-01 10:47:00,11,여행/숙박,에어비앤비,90100,KB국민 노리2 체크카드(KB Pay),체크카드,일반결제,4
